ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
177446,Lightning Charging Cable,1,14.95,04/10/19 19:23,"399 10th St, Austin, TX 73301"
177447,AA Batteries (4-pack),3,3.84,04/29/19 15:54,"882 River St, Boston, MA 02215"
177448,Google Phone,1,600,04/24/19 19:38,"915 Forest St, Los Angeles, CA 90001"
177448,USB-C Charging Cable,1,11.95,04/24/19 19:38,"915 Forest St, Los Angeles, CA 90001"
177449,Macbook Pro Laptop,1,1700,04/29/19 14:07,"272 Lakeview St, Portland, OR 97035"
177450,ThinkPad Laptop,1,999.99,04/17/19 19:32,"525 Meadow St, New York City, NY 10001"
177451,USB-C Charging Cable,1,11.95,04/18/19 00:52,"947 Hickory St, San Francisco, CA 94016"
177453,iPhone,1,700,04/16/19 21:05,"865 Sunset St, Portland, OR 97035"
177456,Flatscreen TV,1,300,04/24/19 23:54,"729 10th St, Los Angeles, CA 90001"
177457,27in 4K Gaming Monitor,1,389.99,04/14/19 20:45,"753 North St, New York City, NY 10001"
177458,Macbook Pro Laptop,1,1700,04/29/19 08:17,"807 Wilson St, Dallas, TX 75001"
177460,USB-C Charging Cable,2,11.95,04/20/19 20:38,"890 2nd St, San Francisco, CA 94016"
177461,27in 4K Gaming Monitor,1,389.99,04/26/19 23:36,"396 7th St, Boston, MA 02215"
177462,34in Ultrawide Monitor,1,379.99,04/10/19 16:25,"792 Meadow St, Seattle, WA 98101"
177463,USB-C Charging Cable,1,11.95,04/30/19 16:02,"321 Pine St, Los Angeles, CA 90001"
177464,Bose SoundSport Headphones,1,99.99,04/21/19 10:05,"777 7th St, San Francisco, CA 94016"
177465,Macbook Pro Laptop,1,1700,04/13/19 09:13,"655 13th St, Boston, MA 02215"
177466,Apple Airpods Headphones,1,150,04/21/19 17:09,"104 Elm St, San Francisco, CA 94016"
177468,Bose SoundSport Headphones,1,99.99,04/12/19 10:12,"226 Park St, Los Angeles, CA 90001"
177469,34in Ultrawide Monitor,1,379.99,04/22/19 10:04,"293 10th St, San Francisco, CA 94016"
177470,Apple Airpods Headphones,1,150,04/30/19 12:16,"168 7th St, New York City, NY 10001"
177471,Lightning Charging Cable,1,14.95,04/19/19 18:39,"410 Forest St, San Francisco, CA 94016"
177472,Bose SoundSport Headphones,1,99.99,04/23/19 18:14,"399 West St, San Francisco, CA 94016"
177474,Wired Headphones,1,11.99,04/30/19 18:37,"768 North St, New York City, NY 10001"
177475,AAA Batteries (4-pack),3,2.99,04/30/19 08:40,"187 Spruce St, San Francisco, CA 94016"
177478,USB-C Charging Cable,1,11.95,04/28/19 22:18,"570 Elm St, Atlanta, GA 30301"
177479,ThinkPad Laptop,1,999.99,04/27/19 10:39,"941 Jefferson St, Boston, MA 02215"
177480,34in Ultrawide Monitor,1,379.99,04/24/19 14:40,"560 Lake St, Austin, TX 73301"
177481,iPhone,1,700,04/13/19 16:54,"135 Forest St, Dallas, TX 75001"
177482,Bose SoundSport Headphones,1,99.99,04/15/19 19:10,"694 12th St, Portland, OR 97035"
177483,27in FHD Monitor,1,149.99,04/28/19 22:55,"904 Forest St, Portland, OR 97035"
177484,USB-C Charging Cable,1,11.95,04/24/19 19:47,"574 Willow St, Portland, ME 04101"
177486,ThinkPad Laptop,1,999.99,04/21/19 16:24,"809 Highland St, Seattle, WA 98101"
177486,Google Phone,1,600,04/21/19 16:24,"809 Highland St, Seattle, WA 98101"
177487,Bose SoundSport Headphones,1,99.99,04/23/19 10:04,"770 Main St, Dallas, TX 75001"
177489,Bose SoundSport Headphones,1,99.99,04/10/19 20:18,"364 Ridge St, San Francisco, CA 94016"
177491,Apple Airpods Headphones,1,150,04/15/19 20:42,"459 Walnut St, San Francisco, CA 94016"
177492,ThinkPad Laptop,1,999.99,04/15/19 09:14,"60 Ridge St, San Francisco, CA 94016"
177493,Apple Airpods Headphones,1,150,04/27/19 20:40,"940 Church St, San Francisco, CA 94016"
177494,AA Batteries (4-pack),1,3.84,04/22/19 05:37,"480 North St, Seattle, WA 98101"
177495,Flatscreen TV,1,300,04/18/19 23:01,"698 Cherry St, San Francisco, CA 94016"
177497,ThinkPad Laptop,1,999.99,04/16/19 10:30,"135 6th St, San Francisco, CA 94016"
177498,Lightning Charging Cable,1,14.95,04/22/19 15:42,"624 8th St, Austin, TX 73301"
177499,Bose SoundSport Headphones,1,99.99,04/27/19 13:18,"92 Willow St, Los Angeles, CA 90001"
177500,Bose SoundSport Headphones,1,99.99,04/24/19 17:30,"841 South St, Boston, MA 02215"
177501,Wired Headphones,1,11.99,04/10/19 03:43,"888 14th St, Seattle, WA 98101"
177502,AAA Batteries (4-pack),2,2.99,04/27/19 18:42,"311 Meadow St, Dallas, TX 75001"
177503,Wired Headphones,1,11.99,04/20/19 20:07,"662 Cherry St, San Francisco, CA 94016"
177504,Google Phone,1,600,04/10/19 14:39,"19 Cedar St, Boston, MA 02215"
177504,USB-C Charging Cable,1,11.95,04/10/19 14:39,"19 Cedar St, Boston, MA 02215"
177505,ThinkPad Laptop,1,999.99,04/30/19 16:04,"823 Johnson St, Seattle, WA 98101"
177509,AAA Batteries (4-pack),1,2.99,04/28/19 19:03,"616 9th St, New York City, NY 10001"
177510,Bose SoundSport Headphones,1,99.99,04/15/19 09:51,"182 Main St, San Francisco, CA 94016"
177512,Lightning Charging Cable,2,14.95,04/27/19 18:41,"250 7th St, San Francisco, CA 94016"
177515,AA Batteries (4-pack),1,3.84,04/30/19 13:52,"882 River St, Los Angeles, CA 90001"
177517,USB-C Charging Cable,1,11.95,04/17/19 13:30,"191 South St, San Francisco, CA 94016"
177520,34in Ultrawide Monitor,1,379.99,04/11/19 22:43,"652 Park St, Atlanta, GA 30301"
177521,USB-C Charging Cable,1,11.95,04/14/19 14:02,"921 6th St, Portland, OR 97035"
177523,27in 4K Gaming Monitor,1,389.99,04/22/19 01:04,"6 8th St, San Francisco, CA 94016"
177524,Wired Headphones,1,11.99,04/15/19 17:14,"561 Park St, San Francisco, CA 94016"
177525,Wired Headphones,2,11.99,04/10/19 09:35,"838 4th St, San Francisco, CA 94016"
177526,AAA Batteries (4-pack),1,2.99,04/10/19 16:25,"47 Lincoln St, Austin, TX 73301"
177527,Wired Headphones,2,11.99,04/26/19 08:51,"474 Highland St, Portland, OR 97035"
177529,Lightning Charging Cable,1,14.95,04/12/19 16:28,"766 Lakeview St, San Francisco, CA 94016"
177532,AA Batteries (4-pack),2,3.84,04/12/19 11:56,"959 Lakeview St, Dallas, TX 75001"
177533,Bose SoundSport Headphones,1,99.99,04/25/19 02:01,"183 11th St, Portland, OR 97035"
177534,Macbook Pro Laptop,1,1700,04/26/19 16:49,"504 Hill St, Los Angeles, CA 90001"
177535,Macbook Pro Laptop,1,1700,04/14/19 09:26,"305 Center St, Boston, MA 02215"
177536,27in 4K Gaming Monitor,1,389.99,04/26/19 16:20,"796 2nd St, San Francisco, CA 94016"
177537,Bose SoundSport Headphones,1,99.99,04/30/19 06:55,"545 Elm St, Dallas, TX 75001"
177538,AAA Batteries (4-pack),1,2.99,04/11/19 13:26,"345 2nd St, Boston, MA 02215"
177539,Bose SoundSport Headphones,1,99.99,04/26/19 19:56,"348 Cedar St, New York City, NY 10001"
177541,Apple Airpods Headphones,1,150,04/23/19 20:21,"170 Dogwood St, Boston, MA 02215"
177543,Macbook Pro Laptop,1,1700,04/14/19 16:45,"42 Maple St, San Francisco, CA 94016"
177544,27in 4K Gaming Monitor,1,389.99,04/14/19 09:04,"140 7th St, Los Angeles, CA 90001"
177545,Wired Headphones,1,11.99,04/16/19 16:36,"681 Cherry St, Dallas, TX 75001"
177546,USB-C Charging Cable,2,11.95,04/25/19 18:28,"632 Highland St, New York City, NY 10001"
177547,Lightning Charging Cable,1,14.95,04/17/19 18:46,"236 Jackson St, San Francisco, CA 94016"
177548,Apple Airpods Headphones,1,150,04/22/19 22:36,"206 Ridge St, San Francisco, CA 94016"
177549,USB-C Charging Cable,1,11.95,04/17/19 18:54,"406 9th St, New York City, NY 10001"
177550,Macbook Pro Laptop,1,1700,04/27/19 20:15,"506 Lincoln St, Dallas, TX 75001"
177551,27in FHD Monitor,1,149.99,05/01/19 00:13,"615 Lincoln St, San Francisco, CA 94016"
177555,27in FHD Monitor,1,149.99,04/12/19 11:44,"677 Willow St, San Francisco, CA 94016"
177557,AAA Batteries (4-pack),1,2.99,04/14/19 17:19,"717 4th St, Dallas, TX 75001"
177558,ThinkPad Laptop,1,999.99,04/10/19 22:50,"990 9th St, San Francisco, CA 94016"
177559,Flatscreen TV,1,300,04/24/19 11:46,"111 6th St, New York City, NY 10001"
177560,Bose SoundSport Headphones,1,99.99,04/19/19 09:06,"803 Lincoln St, New York City, NY 10001"
177561,AA Batteries (4-pack),1,3.84,04/28/19 20:41,"105 Hickory St, Los Angeles, CA 90001"
177562,Wired Headphones,1,11.99,04/23/19 17:07,"185 11th St, Los Angeles, CA 90001"
177563,AA Batteries (4-pack),1,3.84,04/24/19 18:52,"90 Johnson St, San Francisco, CA 94016"
177565,AAA Batteries (4-pack),2,2.99,04/22/19 09:10,"736 8th St, Dallas, TX 75001"
177566,AAA Batteries (4-pack),1,2.99,04/27/19 08:37,"181 Cedar St, Atlanta, GA 30301"
177569,Wired Headphones,1,11.99,04/27/19 10:31,"994 7th St, Los Angeles, CA 90001"
177569,Google Phone,1,600,04/27/19 10:31,"994 7th St, Los Angeles, CA 90001"
177570,Wired Headphones,1,11.99,04/29/19 19:05,"959 Forest St, New York City, NY 10001"
177571,AA Batteries (4-pack),3,3.84,04/26/19 23:51,"760 Main St, Atlanta, GA 30301"
177572,Apple Airpods Headphones,1,150,04/21/19 01:29,"366 Willow St, Seattle, WA 98101"
177574,Wired Headphones,2,11.99,04/18/19 09:25,"718 Adams St, Seattle, WA 98101"
177575,AAA Batteries (4-pack),2,2.99,04/30/19 06:32,"677 Cherry St, New York City, NY 10001"
177576,AA Batteries (4-pack),2,3.84,04/11/19 17:09,"221 Madison St, New York City, NY 10001"
177577,AAA Batteries (4-pack),1,2.99,04/15/19 17:00,"252 8th St, San Francisco, CA 94016"
177578,Google Phone,1,600,04/28/19 22:51,"752 Park St, Dallas, TX 75001"
177578,USB-C Charging Cable,1,11.95,04/28/19 22:51,"752 Park St, Dallas, TX 75001"
177579,Apple Airpods Headphones,1,150,04/28/19 21:33,"282 South St, Seattle, WA 98101"
177580,Apple Airpods Headphones,1,150,04/20/19 15:08,"817 Jefferson St, Los Angeles, CA 90001"
177582,Bose SoundSport Headphones,1,99.99,04/16/19 17:19,"707 9th St, Dallas, TX 75001"
177582,Wired Headphones,1,11.99,04/16/19 17:19,"707 9th St, Dallas, TX 75001"
177583,Lightning Charging Cable,1,14.95,04/19/19 20:12,"663 Cherry St, San Francisco, CA 94016"
177585,AA Batteries (4-pack),1,3.84,04/13/19 01:49,"196 11th St, San Francisco, CA 94016"
177586,Bose SoundSport Headphones,1,99.99,04/14/19 14:08,"624 Lake St, Los Angeles, CA 90001"
177588,27in FHD Monitor,1,149.99,04/25/19 16:08,"778 Ridge St, Los Angeles, CA 90001"
177589,34in Ultrawide Monitor,1,379.99,04/16/19 06:54,"836 Cherry St, Los Angeles, CA 90001"
177590,Wired Headphones,1,11.99,04/26/19 18:51,"589 1st St, Portland, OR 97035"
177591,ThinkPad Laptop,1,999.99,04/26/19 22:04,"121 9th St, San Francisco, CA 94016"
177592,iPhone,1,700,04/19/19 11:10,"448 Maple St, San Francisco, CA 94016"
177592,Lightning Charging Cable,2,14.95,04/19/19 11:10,"448 Maple St, San Francisco, CA 94016"
177593,27in 4K Gaming Monitor,1,389.99,04/23/19 20:26,"554 Lincoln St, Los Angeles, CA 90001"
177594,AA Batteries (4-pack),1,3.84,04/10/19 21:41,"459 11th St, Los Angeles, CA 90001"
177595,Bose SoundSport Headphones,1,99.99,04/21/19 20:50,"571 Lincoln St, Los Angeles, CA 90001"
177597,34in Ultrawide Monitor,1,379.99,04/17/19 20:31,"577 Madison St, San Francisco, CA 94016"
177598,USB-C Charging Cable,1,11.95,04/25/19 01:11,"975 12th St, Portland, OR 97035"
177600,Google Phone,1,600,04/24/19 23:05,"575 Walnut St, San Francisco, CA 94016"
177601,Bose SoundSport Headphones,1,99.99,04/18/19 22:46,"266 Spruce St, San Francisco, CA 94016"
177602,Apple Airpods Headphones,1,150,04/20/19 13:02,"313 Cherry St, Atlanta, GA 30301"
177603,Apple Airpods Headphones,1,150,04/29/19 18:15,"779 South St, Los Angeles, CA 90001"
177604,Bose SoundSport Headphones,1,99.99,04/22/19 19:13,"424 Ridge St, Los Angeles, CA 90001"
177606,AAA Batteries (4-pack),1,2.99,04/19/19 22:07,"167 Maple St, Portland, OR 97035"
177607,27in 4K Gaming Monitor,1,389.99,04/28/19 00:21,"690 Washington St, Seattle, WA 98101"
177609,AA Batteries (4-pack),1,3.84,04/12/19 16:53,"909 Jackson St, Atlanta, GA 30301"
177610,Lightning Charging Cable,1,14.95,04/11/19 20:18,"601 Hickory St, Austin, TX 73301"
177612,AA Batteries (4-pack),1,3.84,04/22/19 09:28,"42 Hill St, Seattle, WA 98101"
177614,Apple Airpods Headphones,1,150,04/12/19 08:50,"233 7th St, Austin, TX 73301"
177615,20in Monitor,1,109.99,04/25/19 11:13,"196 Lake St, Dallas, TX 75001"
177616,Apple Airpods Headphones,1,150,04/30/19 18:44,"252 Highland St, Los Angeles, CA 90001"
177617,AAA Batteries (4-pack),1,2.99,04/30/19 20:24,"396 Forest St, Boston, MA 02215"
177619,Lightning Charging Cable,1,14.95,04/15/19 09:36,"306 Elm St, New York City, NY 10001"
177620,AA Batteries (4-pack),1,3.84,04/19/19 11:56,"439 10th St, New York City, NY 10001"
177621,Bose SoundSport Headphones,1,99.99,04/29/19 13:18,"333 Hickory St, New York City, NY 10001"
177622,AAA Batteries (4-pack),3,2.99,04/12/19 23:11,"599 Willow St, Atlanta, GA 30301"
177623,20in Monitor,1,109.99,04/20/19 19:39,"169 Center St, Austin, TX 73301"
177624,Wired Headphones,1,11.99,04/28/19 20:01,"11 Park St, Boston, MA 02215"
177625,AA Batteries (4-pack),2,3.84,04/14/19 17:58,"105 Walnut St, San Francisco, CA 94016"
177626,iPhone,1,700,04/19/19 07:53,"523 Main St, Atlanta, GA 30301"
177627,Wired Headphones,1,11.99,04/12/19 10:13,"987 Lincoln St, San Francisco, CA 94016"
177628,Lightning Charging Cable,1,14.95,04/24/19 15:59,"557 Jackson St, Seattle, WA 98101"
177630,Macbook Pro Laptop,1,1700,04/15/19 09:29,"399 9th St, Seattle, WA 98101"
177632,Apple Airpods Headphones,1,150,04/27/19 16:28,"909 Center St, San Francisco, CA 94016"
177633,Bose SoundSport Headphones,1,99.99,04/26/19 01:30,"628 Maple St, New York City, NY 10001"
177634,Lightning Charging Cable,1,14.95,04/23/19 15:23,"991 4th St, Seattle, WA 98101"
177636,34in Ultrawide Monitor,1,379.99,04/18/19 11:50,"510 Lake St, Los Angeles, CA 90001"
177637,Bose SoundSport Headphones,1,99.99,04/17/19 15:28,"866 13th St, Seattle, WA 98101"
177639,AA Batteries (4-pack),3,3.84,04/25/19 16:22,"445 Pine St, Atlanta, GA 30301"
177642,AA Batteries (4-pack),2,3.84,04/11/19 20:57,"115 Maple St, Atlanta, GA 30301"
177643,Lightning Charging Cable,2,14.95,04/30/19 00:44,"499 Pine St, New York City, NY 10001"
177644,Lightning Charging Cable,1,14.95,04/15/19 22:06,"749 Sunset St, San Francisco, CA 94016"
177646,AAA Batteries (4-pack),1,2.99,04/26/19 13:25,"123 10th St, Los Angeles, CA 90001"
177650,Macbook Pro Laptop,1,1700,04/13/19 13:54,"20 4th St, Dallas, TX 75001"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
177652,AA Batteries (4-pack),1,3.84,04/24/19 20:22,"563 9th St, Los Angeles, CA 90001"
177653,USB-C Charging Cable,1,11.95,04/16/19 10:34,"915 Main St, Atlanta, GA 30301"
177654,AAA Batteries (4-pack),3,2.99,04/14/19 13:31,"385 Forest St, Austin, TX 73301"
177655,AA Batteries (4-pack),1,3.84,04/23/19 09:28,"401 7th St, Atlanta, GA 30301"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
177656,AAA Batteries (4-pack),1,2.99,04/12/19 15:44,"568 West St, Los Angeles, CA 90001"
177660,27in 4K Gaming Monitor,1,389.99,04/20/19 09:40,"951 River St, San Francisco, CA 94016"
177661,ThinkPad Laptop,1,999.99,04/15/19 21:07,"188 Johnson St, Dallas, TX 75001"
177662,Lightning Charging Cable,1,14.95,04/13/19 11:04,"186 Lake St, Austin, TX 73301"
177663,USB-C Charging Cable,1,11.95,04/18/19 20:12,"710 Lakeview St, New York City, NY 10001"
177665,LG Washing Machine,1,600.0,04/25/19 18:08,"842 Center St, San Francisco, CA 94016"
177666,Wired Headphones,1,11.99,04/25/19 16:05,"862 Madison St, Portland, OR 97035"
177667,Bose SoundSport Headphones,1,99.99,04/26/19 20:14,"198 2nd St, Los Angeles, CA 90001"
177669,Lightning Charging Cable,1,14.95,04/16/19 09:56,"469 Jackson St, New York City, NY 10001"
177670,34in Ultrawide Monitor,1,379.99,04/11/19 10:25,"636 14th St, New York City, NY 10001"
177672,Macbook Pro Laptop,1,1700,04/14/19 21:12,"709 Jackson St, Austin, TX 73301"
177674,USB-C Charging Cable,1,11.95,04/13/19 23:09,"291 Jefferson St, San Francisco, CA 94016"
177675,Wired Headphones,1,11.99,04/17/19 12:36,"343 Meadow St, New York City, NY 10001"
177676,iPhone,1,700,04/27/19 14:33,"126 Forest St, Boston, MA 02215"
177677,Lightning Charging Cable,1,14.95,04/26/19 16:29,"738 7th St, Dallas, TX 75001"
177678,AA Batteries (4-pack),1,3.84,04/14/19 12:34,"863 Maple St, New York City, NY 10001"
177680,Wired Headphones,1,11.99,04/15/19 10:44,"602 Willow St, Boston, MA 02215"
177682,Lightning Charging Cable,1,14.95,04/11/19 07:48,"103 South St, Portland, ME 04101"
177683,Lightning Charging Cable,1,14.95,04/23/19 12:16,"728 Lakeview St, Atlanta, GA 30301"
177684,Wired Headphones,2,11.99,04/19/19 13:07,"844 7th St, Austin, TX 73301"
177686,Wired Headphones,1,11.99,04/12/19 23:00,"150 Jackson St, Seattle, WA 98101"
177688,Flatscreen TV,1,300,04/24/19 19:18,"618 North St, Boston, MA 02215"
177689,AAA Batteries (4-pack),3,2.99,04/17/19 21:17,"478 Willow St, San Francisco, CA 94016"
177696,AA Batteries (4-pack),2,3.84,04/12/19 11:33,"330 Meadow St, San Francisco, CA 94016"
177697,27in FHD Monitor,1,149.99,04/21/19 01:10,"735 Sunset St, San Francisco, CA 94016"
177699,USB-C Charging Cable,1,11.95,04/18/19 17:40,"978 Cedar St, Los Angeles, CA 90001"
177700,Wired Headphones,1,11.99,04/23/19 11:10,"292 Jackson St, Atlanta, GA 30301"
177701,Lightning Charging Cable,1,14.95,04/21/19 06:02,"670 9th St, Los Angeles, CA 90001"
177703,20in Monitor,1,109.99,04/10/19 15:45,"15 Pine St, New York City, NY 10001"
177705,Bose SoundSport Headphones,1,99.99,04/18/19 08:02,"687 Cherry St, Portland, OR 97035"
177706,27in 4K Gaming Monitor,1,389.99,04/29/19 18:58,"851 Jackson St, Portland, OR 97035"
177707,Bose SoundSport Headphones,1,99.99,04/13/19 12:29,"778 Walnut St, San Francisco, CA 94016"
177708,USB-C Charging Cable,1,11.95,04/23/19 18:44,"43 6th St, New York City, NY 10001"
177709,Lightning Charging Cable,1,14.95,04/21/19 08:13,"221 Sunset St, Austin, TX 73301"
177713,AAA Batteries (4-pack),1,2.99,04/26/19 01:40,"509 Wilson St, Los Angeles, CA 90001"
177714,Lightning Charging Cable,1,14.95,04/24/19 07:16,"323 Ridge St, San Francisco, CA 94016"
177715,34in Ultrawide Monitor,1,379.99,04/29/19 12:20,"550 Main St, San Francisco, CA 94016"
177716,Lightning Charging Cable,2,14.95,04/30/19 13:41,"278 Washington St, Boston, MA 02215"
177717,AA Batteries (4-pack),1,3.84,04/27/19 20:18,"737 10th St, San Francisco, CA 94016"
177718,Google Phone,1,600,04/30/19 15:06,"938 Johnson St, Atlanta, GA 30301"
177719,Google Phone,1,600,04/18/19 23:41,"533 Adams St, Los Angeles, CA 90001"
177719,USB-C Charging Cable,1,11.95,04/18/19 23:41,"533 Adams St, Los Angeles, CA 90001"
177720,27in FHD Monitor,1,149.99,04/30/19 07:57,"86 Ridge St, Atlanta, GA 30301"
177721,Lightning Charging Cable,1,14.95,04/25/19 08:26,"374 South St, San Francisco, CA 94016"
177722,USB-C Charging Cable,1,11.95,04/23/19 07:55,"458 10th St, Seattle, WA 98101"
177724,USB-C Charging Cable,1,11.95,04/29/19 21:48,"242 Willow St, Los Angeles, CA 90001"
177728,Lightning Charging Cable,1,14.95,04/29/19 18:15,"397 6th St, Austin, TX 73301"
177729,iPhone,1,700,04/13/19 20:25,"318 6th St, Atlanta, GA 30301"
177730,USB-C Charging Cable,1,11.95,04/30/19 16:47,"384 Cedar St, New York City, NY 10001"
177732,27in 4K Gaming Monitor,1,389.99,04/25/19 15:29,"28 13th St, New York City, NY 10001"
177733,Lightning Charging Cable,1,14.95,04/23/19 17:03,"502 Elm St, Los Angeles, CA 90001"
177734,AA Batteries (4-pack),1,3.84,04/12/19 17:08,"575 4th St, Los Angeles, CA 90001"
177738,Bose SoundSport Headphones,1,99.99,04/28/19 13:33,"919 Walnut St, Los Angeles, CA 90001"
177740,27in 4K Gaming Monitor,1,389.99,04/24/19 23:17,"960 Lincoln St, Los Angeles, CA 90001"
177742,Lightning Charging Cable,1,14.95,04/15/19 17:28,"743 Ridge St, Dallas, TX 75001"
177744,34in Ultrawide Monitor,1,379.99,04/20/19 22:45,"189 Madison St, Los Angeles, CA 90001"
177745,Bose SoundSport Headphones,1,99.99,04/16/19 18:21,"48 Cherry St, Atlanta, GA 30301"
177746,AAA Batteries (4-pack),1,2.99,04/16/19 10:22,"182 11th St, Seattle, WA 98101"
177748,Flatscreen TV,1,300,04/14/19 21:32,"903 Forest St, Boston, MA 02215"
177749,Apple Airpods Headphones,1,150,04/12/19 10:02,"727 Jefferson St, San Francisco, CA 94016"
177750,Wired Headphones,1,11.99,04/27/19 01:09,"30 7th St, Los Angeles, CA 90001"
177751,AA Batteries (4-pack),1,3.84,04/23/19 14:51,"465 Spruce St, Boston, MA 02215"
177752,Google Phone,1,600,04/23/19 13:42,"178 6th St, Los Angeles, CA 90001"
177753,Wired Headphones,1,11.99,04/11/19 21:58,"938 Highland St, San Francisco, CA 94016"
177755,Lightning Charging Cable,1,14.95,04/26/19 06:24,"215 Hill St, New York City, NY 10001"
177756,34in Ultrawide Monitor,1,379.99,04/16/19 11:33,"858 10th St, Boston, MA 02215"
177757,AA Batteries (4-pack),4,3.84,04/25/19 11:03,"879 Walnut St, New York City, NY 10001"
177759,AAA Batteries (4-pack),2,2.99,04/10/19 16:35,"835 Spruce St, New York City, NY 10001"
177760,20in Monitor,1,109.99,04/24/19 00:27,"115 Park St, Portland, OR 97035"
177762,Lightning Charging Cable,1,14.95,04/18/19 13:18,"215 Pine St, Seattle, WA 98101"
177764,AA Batteries (4-pack),2,3.84,04/24/19 12:43,"435 8th St, Los Angeles, CA 90001"
177765,Bose SoundSport Headphones,2,99.99,04/16/19 13:57,"528 1st St, New York City, NY 10001"
177767,USB-C Charging Cable,1,11.95,04/30/19 08:17,"741 Jackson St, New York City, NY 10001"
177769,iPhone,1,700,04/14/19 22:54,"728 Church St, Atlanta, GA 30301"
177769,Lightning Charging Cable,1,14.95,04/14/19 22:54,"728 Church St, Atlanta, GA 30301"
177770,AA Batteries (4-pack),1,3.84,04/25/19 21:53,"24 12th St, New York City, NY 10001"
177771,USB-C Charging Cable,1,11.95,04/30/19 20:29,"550 Walnut St, Austin, TX 73301"
177772,Lightning Charging Cable,1,14.95,04/21/19 18:05,"485 Maple St, Boston, MA 02215"
177774,Flatscreen TV,1,300,04/11/19 15:47,"303 Cedar St, Seattle, WA 98101"
177775,Lightning Charging Cable,1,14.95,04/27/19 02:16,"927 8th St, Los Angeles, CA 90001"
177776,iPhone,1,700,04/21/19 15:23,"958 Center St, Los Angeles, CA 90001"
177778,iPhone,1,700,05/01/19 00:48,"478 West St, Boston, MA 02215"
177778,Apple Airpods Headphones,1,150,05/01/19 00:48,"478 West St, Boston, MA 02215"
177779,34in Ultrawide Monitor,1,379.99,04/11/19 17:24,"99 Church St, San Francisco, CA 94016"
177780,Bose SoundSport Headphones,1,99.99,04/19/19 13:51,"750 Johnson St, Seattle, WA 98101"
177781,27in 4K Gaming Monitor,1,389.99,04/20/19 16:29,"320 Walnut St, Los Angeles, CA 90001"
177782,Lightning Charging Cable,2,14.95,04/17/19 20:30,"29 5th St, San Francisco, CA 94016"
177782,27in 4K Gaming Monitor,1,389.99,04/17/19 20:30,"29 5th St, San Francisco, CA 94016"
177783,Apple Airpods Headphones,1,150,04/26/19 10:00,"234 Maple St, New York City, NY 10001"
177784,Lightning Charging Cable,1,14.95,04/15/19 19:03,"753 Ridge St, New York City, NY 10001"
177786,20in Monitor,1,109.99,04/16/19 09:50,"999 12th St, New York City, NY 10001"
177787,Lightning Charging Cable,2,14.95,04/18/19 17:55,"111 Dogwood St, Seattle, WA 98101"
177788,Bose SoundSport Headphones,1,99.99,04/29/19 09:40,"542 Walnut St, New York City, NY 10001"
177789,Wired Headphones,1,11.99,04/12/19 12:34,"799 River St, Los Angeles, CA 90001"
177790,20in Monitor,1,109.99,04/19/19 14:34,"958 Jackson St, San Francisco, CA 94016"
177791,Apple Airpods Headphones,1,150,04/21/19 11:16,"27 13th St, New York City, NY 10001"
177792,Vareebadd Phone,1,400,04/11/19 15:30,"724 1st St, Dallas, TX 75001"
177793,Lightning Charging Cable,1,14.95,04/14/19 23:38,"682 9th St, Dallas, TX 75001"
177794,AAA Batteries (4-pack),2,2.99,04/30/19 16:54,"541 Wilson St, Boston, MA 02215"
177795,Apple Airpods Headphones,1,150,04/27/19 19:45,"740 14th St, Seattle, WA 98101"
177795,Apple Airpods Headphones,1,150,04/27/19 19:45,"740 14th St, Seattle, WA 98101"
177796,34in Ultrawide Monitor,1,379.99,04/11/19 12:53,"774 Washington St, Boston, MA 02215"
177797,iPhone,1,700,04/27/19 14:38,"128 11th St, San Francisco, CA 94016"
177798,20in Monitor,1,109.99,04/10/19 13:47,"324 River St, New York City, NY 10001"
177799,USB-C Charging Cable,1,11.95,04/13/19 19:56,"285 Madison St, San Francisco, CA 94016"
177801,USB-C Charging Cable,1,11.95,04/29/19 14:29,"418 Hickory St, Dallas, TX 75001"
177802,Vareebadd Phone,1,400,04/16/19 18:51,"202 River St, San Francisco, CA 94016"
177806,AAA Batteries (4-pack),1,2.99,04/17/19 10:49,"979 Wilson St, Austin, TX 73301"
177808,Wired Headphones,1,11.99,04/24/19 12:56,"60 Lincoln St, New York City, NY 10001"
177809,AA Batteries (4-pack),1,3.84,04/17/19 10:35,"291 Main St, Boston, MA 02215"
177810,20in Monitor,1,109.99,04/11/19 06:53,"340 Sunset St, Atlanta, GA 30301"
177811,USB-C Charging Cable,1,11.95,04/11/19 10:33,"733 6th St, Portland, OR 97035"
177813,27in FHD Monitor,1,149.99,04/29/19 18:25,"439 Maple St, San Francisco, CA 94016"
177814,LG Washing Machine,1,600.0,04/11/19 16:04,"79 Johnson St, Atlanta, GA 30301"
177815,Apple Airpods Headphones,1,150,04/19/19 20:27,"124 5th St, Dallas, TX 75001"
177815,Lightning Charging Cable,1,14.95,04/19/19 20:27,"124 5th St, Dallas, TX 75001"
177816,20in Monitor,1,109.99,04/29/19 13:22,"319 9th St, New York City, NY 10001"
177817,ThinkPad Laptop,1,999.99,04/20/19 22:46,"379 Chestnut St, New York City, NY 10001"
